PMID	Mesh	Concept	TREE
10696778	Prolactin	D011388	D06.472.699.322.576.773;D06.472.699.631.525.525;D12.644.548.691.525.525
10696778	Simazine	D012839	D03.383.931.819
10696778	cyanazine	C007168	C0056648
10696778	Proestrus	D011359	G08.686.195.875
10696778	Herbicides	D006540	D27.720.031.700.366;D27.720.723.366;D27.888.723.366
10696778	Lactotrophs	D052682	A06.407.747.500.812;A06.688.357.750.500.812;A08.186.211.730.317.357.352.435.500.500.812;A08.713.357.750.500.812;A11.382.875;A11.436.507
10696778	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
10696778	Estrogen	D004967	D27.505.696.399.472.277
10696778	Pseudopregnancy	D011555	G08.686.785.760.769.887
10696778	Autografts	D064592	A01.941.750
10696778	Rats, Long-Evans	D020318	B01.050.150.900.649.865.635.505.700.500
10696778	Luteinizing Hormone	D007986	D06.472.699.322.576.463;D06.472.699.631.525.343.463;D12.644.548.691.525.343.463
10696778	Triazines	D014227	D03.383.931
10696778	Pituitary Gland	D010902	A06.407.747;A06.688.357.750;A08.186.211.730.317.357.352.435.500;A08.713.357.750
10696778	Hypothalamus	D007031	A08.186.211.464.482;A08.186.211.730.317.357
10696778	Ovulation	D010060	G08.686.785.760.690
10696778	Ovarian Cycles	D008597	G08.686.605
15978711	United States	D014481	Z01.107.567.875
15978711	Formaldehyde poisoning	C537268	C0452122
15978711	Risk	D012306	E05.318.740.600.800;G17.680.750;N05.715.360.750.625.700;N06.850.520.830.600.800
15978711	Nasopharyngeal carcinoma	C538339	C2931822
15978711	Nasopharyngeal Neoplasms	D009303	C04.588.443.665.710.650;C07.550.350.650;C07.550.745.650;C09.647.710.650;C09.775.350.650;C09.775.549.650
15978711	National Cancer Institute (U.S.)	D054547	I01.409.137.500.600.480.150;N03.540.348.500.500.600.480.150
15978711	Uncertainty	D035501	E05.318.740.600.900;F02.463.785.373.820;G17.680.875;N05.715.360.750.625.850;N06.850.520.830.600.900
15978711	Cohort Study	D015331	E05.318.760.500.750;N05.715.360.775.175.250;N06.850.520.450.500.750
15978711	Formaldehyde	D005557	D02.047.407
15978711	Respiratory Hypersensitivity	D012130	C08.674;C20.543.480.680
7760778	Female	D005260	C0015780
7760778	Male	D008297	C0024554
7760778	Animals	D000818	B01.050
7760778	United States	D014481	Z01.107.567.875
7760778	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
7760778	Rats	D051381	C0034721
7760778	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
7760778	No-Observed-Adverse-Effect Level	D019055	E05.940.600;G07.690.620
7760778	Weight Gain	D015430	C23.888.144.243.926;G07.700.320.249.314.120.200.926
7760778	Acrylamide	D020106	D02.065.122.015;D02.241.081.069.094.015
7760778	United States Environmental Protection Agency	D014484	I01.409.137.500.937;N03.540.348.500.500.937
7760778	Water	D014867	D01.455.900;D01.650.550.925
7760778	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
7760778	Lactation	D007774	G08.686.702.500;G08.686.785.420
7760778	Brain	D001921	A08.186.211
7760778	Neurotoxicity Syndromes	D020258	C10.720;C25.723.705
7760778	Spinal Cord	D013116	A08.186.854
7760778	Motor Activity	D009043	F01.145.632;G11.427.590.530.698
7760778	Animals, Laboratory	D000830	B01.050.050.199
7760778	Hindlimb	D006614	A13.473
7760778	growth & development	C1457898	
9001918	Asthma	D001249	C08.127.108;C08.381.495.108;C08.674.095;C20.543.480.680.095
9001918	Methacholine Chloride	D016210	D02.092.877.883.555.500;D02.675.276.534.500
9001918	Eosinophils	D004804	A11.118.637.415.345;A11.627.340.345;A15.145.229.637.415.345;A15.382.490.315.251
9001918	Serum Eosinophil Cationic Protein	D047150	D08.811.277.352.700.350.262;D12.776.124.486.379.249
9001918	Respiratory Sounds	D012135	C23.888.852.779;E01.370.386.720;G09.772.775
9001918	Volatile Organic Compounds	D055549	D02.974
9001918	Formaldehyde	D005557	D02.047.407
9001918	Logistic Models	D016015	E05.318.740.500.525;E05.318.740.600.800.450;E05.318.740.750.450;E05.599.835.875;N05.715.360.750.530.480;N05.715.360.750.625.700.450;N05.715.360.750.695.470;N06.850.520.830.500.525;N06.850.520.830.600.800.450;N06.850.520.830.750.450
9001918	Prevalence	D015995	E05.318.308.985.525.750;L01.280.975.525.750;N01.224.935.597.750;N06.850.505.400.975.525.750;N06.850.520.308.985.525.750
9001918	Smoking	D012907	F01.145.466.349.750;F01.145.928.500
9001918	Workplace	D017132	N01.824.245.925;N04.452.677.975
9001918	European Union	D005062	I01.615.500.250.300;Z01.586.300
9001918	Wood	D014934	A18.700.888;J01.637.241.900
9001918	Paintings	D010151	K01.093.646
9001918	Butanols	D000440	D02.033.415.110;D10.289.110
9001918	1,3-pentanediol	C091257	C0292644
9001918	EOS	C078573	C0211273
9001918	Paint	D010150	J01.637.597
9001918	Spirometry	D013147	E01.370.386.700.750
9001918	Leukocyte Count	D007958	E01.370.225.500.195.107.595;E01.370.225.625.107.595;E05.200.500.195.107.595;E05.200.625.107.595;E05.242.195.107.595;G04.170.107.595;G09.188.105.595
9001918	Skin Tests	D012882	E01.370.225.812.871;E05.200.812.871;E05.478.594.890
9001918	Questionnaire	D011795	E05.318.308.750;L01.280.800;N05.715.360.300.695;N06.850.520.308.750
9001918	Survey, Health	D006306	E05.318.308.250;N05.715.360.300.375;N06.850.520.308.250
9001918	Immunoglobulin E	D007073	D12.776.124.486.485.114.619.312;D12.776.124.790.651.114.619.312;D12.776.377.715.548.114.619.312
19900512	Rats	D051381	C0034721
19900512	Animals	D000818	C0003062
19900512	Macrophages, Alveolar	D016676	A11.329.372.600;A11.627.482.600;A11.733.397.600;A15.382.680.397.600;A15.382.812.522.600
19900512	titanium dioxide	C009495	C0076733
19900512	Quartz	D011791	D01.578.750.600;D01.650.550.825.600;D01.837.725.600
19900512	clay	C011730	C0055863
19900512	magnesium trisilicate	C001671	C0065533
19900512	Nanocomposites	D053761	J01.637.512.150
19900512	Magnesium	D008274	D01.268.552.437;D01.268.557.500;D01.552.547.500
19900512	Hyperplasia	D006965	C23.550.444
19900512	Lung	D008168	A04.411
19900512	Titanium	D014025	D01.268.557.800;D01.268.956.878;D01.552.547.800
19900512	Bronchoalveolar Lavage	D018893	E05.927.100
19900512	Aluminum Silicates	D000538	D01.056.050.075;D01.578.725.025;D01.650.550.050.075;D01.837.725.700.760.050
19900512	Magnesium Silicates	D017633	D01.524.500;D01.578.725.500;D01.837.725.700.760.535
19900512	Inflammation	D007249	C23.550.470
19900512	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
19900512	Collagen	D003094	D05.750.078.280;D12.776.860.300.250
19900512	Multinucleated Giant Cell	D015726	A11.500
12651186	Animals	D000818	B01.050
12651186	Adolescent	D000293	C0205653
12651186	Vitellogenins	D014819	D12.776.092.500.925;D12.776.290.812.500;D12.776.744.925
12651186	Ethynyl Estradiol	D004997	D04.808.668.651.568.291;D06.472.334.851.437.968.500
12651186	octylphenol	C474055	C1258354
12651186	Zebrafish	D015027	B01.050.150.900.493.200.244.828
12651186	Estrogens	D004967	D27.505.696.399.472.277
12651186	bisphenol A	C006780	C0053800
12651186	Chironomidae	D002683	B01.050.500.131.617.289.260
12651186	Lymnaea	D008195	B01.050.500.644.400.750.645
12651186	Hydra	D006829	B01.050.500.308.485.400
12651186	Endocrine Disruptor Effects	D052244	D27.505.696.353;D27.888.141
12651186	Molting	D018978	G07.700.320.500.550.750
12651186	Bisexuality	D001727	F01.145.802.975.200;G08.686.867.200
12651186	Phenols	D010636	D02.455.426.559.389.657
12651186	Reproduction	D012098	G08.686.785.760
12651186	Benzhydryl Compounds	D001559	D02.455.426.559.389.115
12651186	Gonad	D006066	A05.360.576;A06.407.312
12651186	Receptors, Estrogen	D011960	D12.776.260.698.750.350;D12.776.826.750.350;D12.776.930.669.750.350
12651186	Toxicity Tests	D018675	E05.940
12651186	growth & development	C1457898	
17630811	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
17630811	Rats	D051381	C0034721
17630811	Animals	D000818	C0003062
17630811	Fullerenes	D037741	D01.268.150.250;J01.637.512.600.612.350
17630811	Macrophages, Alveolar	D016676	A11.329.372.600;A11.627.482.600;A11.733.397.600;A15.382.680.397.600;A15.382.812.522.600
17630811	Quartz	D011791	D01.578.750.600;D01.650.550.825.600;D01.837.725.600
17630811	Suspensions	D013535	D20.280.810;D26.255.165.810;D27.720.280.165.810
17630811	Neutrophils	D009504	A11.118.637.415.583;A11.627.340.583;A11.733.689;A15.145.229.637.415.583;A15.382.490.315.583;A15.382.680.689
17630811	Water	D014867	D01.455.900;D01.650.550.925
17630811	Glutathione	D005978	D12.644.456.448
17630811	Lipid Peroxidation	D015227	G02.111.087.520;G02.149.115.520;G03.495.335.531.587
17630811	Astrocytes	D001253	A08.637.200;A11.650.200
17630811	Lung	D008168	A04.411
17630811	Bronchoalveolar Lavage Fluid	D001992	E05.927.100.500
17630811	Nanoparticle	D053758	J01.637.512.600
17630811	Pulmonary Fibrosis	D011658	C08.381.765
17630811	Oxidants	D016877	D27.720.642;D27.888.569.540
17630811	Biomarkers	D015415	D23.101
17630811	Epithelial Cells	D004847	A11.436
17630811	Fibroblasts	D005347	A11.329.228
17630811	Lipids	D008055	D10
17630811	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
21868402	Pregnancy	D011247	G08.686.785.760.769
21868402	Infant, Newborn	D007231	M01.060.703.520
21868402	Male	D008297	C0024554
21868402	Female	D005260	C0015780
21868402	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
21868402	Hypospadias	D007021	C12.294.494.400;C12.706.516;C13.351.875.466;C16.131.939.516
21868402	Endocrine Disrupting Chemicals	D052244	D27.505.696.353;D27.888.141
21868402	Polychlorinated Biphenyls	D011078	D02.455.426.559.389.185.698;D02.455.526.439.773
21868402	Cryptorchidism	D003456	C12.294.829.258;C12.706.258;C16.131.939.258;C19.391.829.258
21868402	Risk Factors	D012307	E05.318.740.600.800.725;N05.715.350.200.700;N05.715.360.750.625.700.700;N06.850.490.625.750;N06.850.520.830.600.800.725
21868402	Penis agenesis	C536649	C1387005
21868402	Sex Differentiation	D012733	G07.700.320.500.325.377.843;G07.700.320.750.500;G08.686.785.880.500
21868402	Odds Ratio	D016017	E05.318.740.600.600;G17.680.500;N05.715.360.750.625.590;N06.850.520.830.600.600
21868402	bisphenol A	C006780	C0053800
21868402	Androgens	D000728	D27.505.696.399.472.161
21868402	Environmental Pollutants	D004785	D27.888.284
21868402	phthalic acid	C032279	C0070968
21868402	Case-Control Studies	D016022	E05.318.760.500.500;N05.715.360.775.175.200;N06.850.520.450.500.500
21868402	Birth Weight	D001724	C23.888.144.186;E01.370.600.115.100.160.120.186;E05.041.124.160.750.149;G07.100.100.160.120.186;G07.700.320.249.314.120.186
21868402	Dioxins	D004147	D03.383.231
21868402	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
21868402	Parity	D010298	G08.686.677;G08.686.785.760.769.472;N06.850.490.812.600
21868402	Mothers	D009035	F01.829.263.500.320.200;I01.880.225.500.340.270;M01.620.630
21868402	Confidence Intervals	D016001	E05.318.740.275;N05.715.360.750.220;N06.850.520.830.275
21868402	Furans	D005663	D03.383.312
21868402	Pesticides	D010575	D27.720.031.700;D27.720.723;D27.888.723
21868402	Genital Diseases, Male	D005832	C12.294
21868402	Benzhydryl Compounds	D001559	D02.455.426.559.389.115
21868402	Phenols	D010636	D02.455.426.559.389.657
21868402	Penis	D010413	A05.360.444.492
21868402	Phthalic Acids	D010795	D02.241.223.805
21868402	Occupational Exposure	D016273	N06.850.460.350.600
21868402	Life Style	D008019	F01.829.458
21868402	Questionnaire	D011795	E05.318.308.750;L01.280.800;N05.715.360.300.695;N06.850.520.308.750
21868402	France	D005602	C0016674
1547531	Male	D008297	C0024554
1547531	Female	D005260	C0015780
1547531	Rats	D051381	C0034721
1547531	Mice	D051379	C0026809
1547531	Animals	D000818	C0003062
1547531	4-dichlorobenzene	C018511	C0048243
1547531	Bromodeoxyuridine	D001973	D03.383.742.680.852.300.150;D13.570.230.430.196;D13.570.685.852.300.150
1547531	Carcinoma, Hepatocellular	D006528	C04.557.470.200.025.255;C04.588.274.623.160;C06.301.623.160;C06.552.697.160
1547531	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
1547531	Risk Assessment	D018570	E05.318.740.600.800.715;N04.452.871.715;N05.715.360.750.625.700.690;N06.850.505.715;N06.850.520.830.600.800.715
1547531	Carcinogenesis	D063646	C04.697.098;C23.550.727.098
1547531	Liver Neoplasms	D008113	C04.588.274.623;C06.301.623;C06.552.697
1547531	chlorobenzene	C031294	C0244167
1547531	Chlorobenzenes	D002722	D02.455.426.559.389.261;D02.455.526.439.202
1547531	Carcinogens	D002273	D27.888.569.100
1547531	Liver	D008099	A03.620
1547531	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
1547531	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
1547531	DNA	D004247	D13.444.308
1547531	Regeneration	D012038	G16.100.856
1547531	Bioassay	D001681	E05.091
1547531	growth & development	C1457898	
1547531	toxicity	C0040539	
6612740	Male	D008297	C0024554
6612740	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
6612740	Rats	D051381	C0034721
6612740	Animals	D000818	C0003062
6612740	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
6612740	Epididymis	D004822	A05.360.444.371
6612740	Glomerular Filtration Rate	D005919	E01.370.390.400.300;G08.852.357
6612740	Epichlorohydrin	D004811	D02.355.291.411.400
6612740	1,2-dibromo-3-chloropropane	C007318	C0043801
6612740	alpha-Chlorohydrin	D000517	D02.033.260.100;D02.033.455.706.100
6612740	Oxalic Acid	D019815	D02.241.081.337.593.750
6612740	Kidney	D007668	A05.810.453
6612740	Kidney Diseases	D007674	C12.777.419;C13.351.968.419
6612740	Propane	D011407	D02.455.326.146.800
6612740	Spermatocele	D013088	C12.294.731;C23.300.306.750
6612740	Spermatozoa	D013094	A05.360.490.890;A11.497.760
6612740	Liver	D008099	A03.620
6612740	Atrophy	D001284	C23.300.070
6612740	Granuloma	D006099	C15.604.515.292;C23.550.382
6612740	injuries	C3263723	
6612740	metabolism	C0025520	
10869458	Animals	D000818	B01.050
10869458	Female	D005260	C0015780
10869458	Guinea Pigs	D006168	C0085979
10869458	4,4'-diphenylmethane diisocyanate	C005969	C0047822
10869458	Inhalation Exposure	D019570	N06.850.460.350.112
10869458	Particle Size	D010316	G02.842.680
10869458	diphenyl	C010574	C0058372
10869458	Trachea	D014132	A04.889
10869458	Respiratory Rate	D056152	E01.370.600.875.875;G09.772.770.755.730
10869458	Methane	D008697	D02.455.326.146.571
10869458	Isocyanates	D017953	D02.500
10869458	Eosinophils	D004804	A11.118.637.415.345;A11.627.340.345;A15.145.229.637.415.345;A15.382.490.315.251
10869458	Lung	D008168	A04.411
10869458	Biphenyl Compounds	D001713	D02.455.426.559.389.185
10869458	Aerosols	D000336	D20.280.055;D26.255.165.055;D27.720.280.165.055
10869458	Irritants	D007509	D27.720.400;D27.720.821.498;D27.888.569.300;D27.888.569.734.498
10869458	Bronchi	D001980	A04.411.125
10869458	Mucosa	D009092	A10.615.550
11566966	Pregnancy	D011247	G08.686.785.760.769
11566966	Female	D005260	C0015780
11566966	Rats	D051381	C0034721
11566966	Animals	D000818	C0003062
11566966	Humans	D006801	C0086418
11566966	NG-Nitroarginine Methyl Ester	D019331	D12.125.068.050.525;D12.125.095.104.525
11566966	Nitroprusside	D009599	D01.248.497.158.291.350.550;D01.490.100.300.550;D01.625.400.100.325.550
11566966	Phenylephrine	D010656	D02.033.100.291.617;D02.092.063.291.617
11566966	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
11566966	Acetylcholine	D000109	D02.092.211.111
11566966	Nitrites	D009573	D01.248.497.158.635;D01.625.600.600;D02.633
11566966	Sodium	D012964	D01.268.549.750;D01.552.528.850
11566966	Arterial Pressure	D062186	G09.330.380.076.347
11566966	Cyclic GMP	D006152	D03.438.759.646.454.160;D13.695.462.275;D13.695.667.454.160;D13.695.827.426.160
11566966	NO Synthase	D019001	D08.811.682.664.500.772
11566966	Blood Pressure	D001794	E01.370.600.875.249;G09.330.380.076
11566966	Aorta	D001011	A07.231.114.056
11566966	Muscle, Smooth	D009130	A02.633.570;A10.690.467
11566966	Endothelium	D004727	A10.272.491
11566966	Vascular Resistance	D014655	G09.330.380.921
11566966	Diet	D004032	G07.610.240
11566966	blood supply	C0005839	
6872148	Male	D008297	C0024554
6872148	Mice	D051379	C0026809
6872148	Animals	D000818	C0003062
6872148	Diethylnitrosamine	D004052	D02.654.442.200
6872148	Diethylhexyl Phthalate	D004051	D02.241.223.805.250
6872148	phthalic acid	C032279	C0070968
6872148	Phenobarbital	D010634	D03.383.742.698.253.650
6872148	Drinking Water	D060766	D01.455.900.300;D01.650.550.925.199;J02.200.418
6872148	Hyperplasia	D006965	C23.550.444
6872148	Formalin	D005557	D02.047.407
6872148	Phthalic Acids	D010795	D02.241.223.805
6872148	Carcinogens	D002273	D27.888.569.100
6872148	Liver	D008099	A03.620
6872148	Hepatocytes	D022781	A11.436.348
6872148	Administration, Oral	D000284	E02.319.267.100
6872148	Neoplasia	D009369	C04
20155583	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
20155583	Asbestos, Crocidolite	D017638	D01.578.725.050.050.100;D01.837.725.700.760.070.050.090
20155583	Talc	D013627	D01.524.500.850;D01.578.725.500.800;D01.837.725.700.760.535.800
20155583	Interleukin-13	D018793	D12.644.276.374.465.513;D12.776.467.374.465.513;D23.529.374.465.513
20155583	titanium dioxide	C009495	C0076733
20155583	Granulocyte Colony-Stimulating Factor	D016179	D12.644.276.374.410.240.350;D12.776.395.240.200;D12.776.467.374.410.240.350;D23.529.374.410.240.350
20155583	Fibroblast Growth Factor 2	D016222	D12.644.276.624.120;D12.776.467.624.120;D23.529.624.120
20155583	Vascular Endothelial Growth Factor A	D042461	D12.644.276.100.800.200;D12.776.467.100.800.200;D23.529.100.800.200
20155583	Tumor Necrosis Factor-alpha	D014409	D12.644.276.374.500.800;D12.644.276.374.750.626;D12.644.276.972.626;D12.776.124.900;D12.776.395.930;D12.776.467.374.500.800;D12.776.467.374.750.626;D12.776.467.972.626;D23.529.374.500.800;D23.529.374.750.626;D23.529.972.626
20155583	Proteomics	D040901	H01.158.201.843;H01.158.273.180.350.700;H01.158.273.343.350.700;H01.181.122.738
20155583	Principal Component Analysis	D025341	E05.318.740.562
20155583	Virulence	D014774	G06.930
20155583	Asbestos	D001194	D01.578.725.050;D01.837.725.700.760.070
20155583	Titanium	D014025	D01.268.557.800;D01.268.956.878;D01.552.547.800
20155583	Mesothelioma	D008654	C04.557.470.035.510;C04.557.470.660.510
20155583	Epithelial Cells	D004847	A11.436
20155583	Cell Line	D002460	A11.251.210
20155583	Chemokines	D018925	D12.644.276.374.200;D12.776.467.374.200;D23.125.300;D23.469.200;D23.529.374.200
20155583	genetics	C0017399	
11086226	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11086226	Rats	D051381	C0034721
11086226	Animals	D000818	C0003062
11086226	nonylphenol	C025256	C0068946
11086226	Estrogenic Effects	D004967	D27.505.696.399.472.277
11086226	4-tert-octylphenol	C105260	C0537565
11086226	Estradiol	D004958	D04.808.365.415.248;D06.472.334.851.437.500
11086226	bisphenol A	C006780	C0053800
11086226	o,p'-DDT	C016340	C0069215
11086226	Complement C3	D003176	D12.776.124.050.140;D12.776.124.486.274.250
11086226	Blotting, Northern	D015152	E05.196.401.095;E05.301.300.074;E05.393.525.100;E05.601.140
